Source ID,Target ID,SourceName,TargeName,Source Name Change,Target Name Change,Source Cluster,Target Cluster,Source Jurisdiction,Target Jurisdiction,Source Type,Target Type
35,172,VASTech,Individual,Unchanged,Unchanged,VasTech,VasTech,South Africa,0,Supplier,Individual
168,173,VASTech AG,Divian Emmanuel Dreyer ,Unchanged,Unchanged,VasTech,VasTech,Switzerland,0,Partner,Individual
35,174,VASTech,South African Government - Department of Trade and Industry,Unchanged,Unchanged,VasTech,VasTech,South Africa,South Africa,Supplier,Investor
35,158,VASTech,Individual,Unchanged,Unchanged,VasTech,VasTech,South Africa,0,Supplier,Individual
175,76,Guy Geva,Quadream Inc,Unchanged,Unchanged,Quadream Inc; InReach Technologies Limited,Quadream Inc; InReach Technologies Limited,0,Israel,Individual,Vendor
176,76,Nimrod Reznik ,Quadream Inc,Unchanged,Unchanged,Quadream Inc; InReach Technologies Limited,Quadream Inc; InReach Technologies Limited,0,Israel,Individual,Vendor
177,76,Ilan Dabelstein,Quadream Inc,Unchanged,Unchanged,Quadream Inc; InReach Technologies Limited,Quadream Inc; InReach Technologies Limited,0,Israel,Individual,Vendor
178,77,Nenad Grozdanic ,InReach Technologies Limited,Unchanged,Unchanged,Quadream Inc; InReach Technologies Limited,Quadream Inc; InReach Technologies Limited,0,Cyprus,Individual,Supplier
179,77,Christos Shiakallis,InReach Technologies Limited,Unchanged,Unchanged,Quadream Inc; InReach Technologies Limited,Quadream Inc; InReach Technologies Limited,0,Cyprus,Individual,Supplier
180,77,Doron Breiter,InReach Technologies Limited,Unchanged,Unchanged,Quadream Inc; InReach Technologies Limited,Quadream Inc; InReach Technologies Limited,0,Cyprus,Individual,Supplier
181,78,Savvas Angelides ,A.I.L Nominee Services Ltd (A.I.L),Unchanged,Unchanged,Quadream Inc; InReach Technologies Limited,Quadream Inc; InReach Technologies Limited,0,Cyprus,Individual,Holding Company
182,78,Individual,A.I.L Nominee Services Ltd (A.I.L),Unchanged,Unchanged,Quadream Inc; InReach Technologies Limited,Quadream Inc; InReach Technologies Limited,0,Cyprus,Individual,Holding Company
183,79,Ori Ashkenazi,DW Ventures,Unchanged,Unchanged,Quadream Inc; InReach Technologies Limited,Quadream Inc; InReach Technologies Limited,0,Israel,Individual,Holding Company
184,80,Roy Glasberg Keller,Zovisel > Cycotech Ltd,Unchanged,Changed,Quadream Inc; InReach Technologies Limited,Quadream Inc; InReach Technologies Limited,0,Cyprus,Individual,Holding Company
186,187,Paragon Solutions,Paragon Solutions US,Unchanged,Unchanged,Paragon,Paragon,Israel,United States,Vendor,Subsidiary
186,188,Paragon Solutions,Ehud Schneorson ,Unchanged,Unchanged,Paragon,Paragon,Israel,0,Vendor,Individual
186,189,Paragon Solutions,Idan Nurick,Unchanged,Unchanged,Paragon,Paragon,Israel,0,Vendor,Individual
186,190,Paragon Solutions,Igor Bogudlov,Unchanged,Unchanged,Paragon,Paragon,Israel,0,Vendor,Individual
186,191,Paragon Solutions,Liad Avraham,Unchanged,Unchanged,Paragon,Paragon,Israel,0,Vendor,Individual
186,198,Paragon Solutions,Individual,Unchanged,Unchanged,Paragon,Paragon,Israel,0,Vendor,Individual
186,192,Paragon Solutions,Battery Ventures (Israel),Unchanged,Unchanged,Paragon,Paragon,Israel,Israel,Vendor,Investor
186,193,Paragon Solutions,Battery Ventures (United Kingdom),Unchanged,Unchanged,Paragon,Paragon,Israel,United Kingdom,Vendor,Investor
186,194,Paragon Solutions,Battery Ventures (United States),Unchanged,Unchanged,Paragon,Paragon,Israel,United States,Vendor,Investor
186,195,Paragon Solutions,Blumberg Capital,Unchanged,Unchanged,Paragon,Paragon,Israel,United States,Vendor,Investor
186,196,Paragon Solutions,Red Dot Capital,Unchanged,Unchanged,Paragon,Paragon,Israel,Israel,Vendor,Investor
192,197,Battery Ventures (Israel),Aaron Rinberg ,Unchanged,Unchanged,Paragon,Paragon,Israel,0,Investor,Individual
193,197,Battery Ventures (United Kingdom),Aaron Rinberg ,Unchanged,Unchanged,Paragon,Paragon,United Kingdom,0,Investor,Individual
194,197,Battery Ventures (United States),Aaron Rinberg ,Unchanged,Unchanged,Paragon,Paragon,United States,0,Investor,Individual
199,200,Verint Systems Inc.,UTX Technologies Limited,Unchanged,Unchanged,Cognyte,Cognyte,United States,Cyprus,Vendor,Subsidiary
199,201,Verint Systems Inc.,Blink,Unchanged,Unchanged,Cognyte,Cognyte,United States,Israel,Vendor,Subsidiary
199,202,Verint Systems Inc.,Cognyte Software Ltd. (United States),Unchanged,Unchanged,Cognyte,Cognyte,United States,United States,Vendor,Subsidiary
199,203,Verint Systems Inc.,Verint Systems Ltd.,Unchanged,Unchanged,Cognyte,Cognyte,United States,Israel,Vendor,Vendor
199,204,Verint Systems Inc.,ACE Labs,Unchanged,Unchanged,Cognyte,Cognyte,United States,0,Vendor,Subsidiary
199,205,Verint Systems Inc.,Cognyte Software Ltd. (Israel),Unchanged,Unchanged,Cognyte,Cognyte,United States,Israel,Vendor,Vendor
199,207,Verint Systems Inc.,Cognyte Brasil S.A.,Unchanged,Unchanged,Cognyte,Cognyte,United States,Brazil,Vendor,Subsidiary
199,208,Verint Systems Inc.,Cognyte Bulgaria EOOD,Unchanged,Unchanged,Cognyte,Cognyte,United States,Bulgaria,Vendor,Subsidiary
199,209,Verint Systems Inc.,Cognyte Canada Inc.,Unchanged,Unchanged,Cognyte,Cognyte,United States,Canada,Vendor,Subsidiary
199,210,Verint Systems Inc.,Cognyte Software LP,Unchanged,Unchanged,Cognyte,Cognyte,United States,United States,Vendor,Subsidiary
199,211,Verint Systems Inc.,"Cognyte Software México, S.A. de C.V.",Unchanged,Unchanged,Cognyte,Cognyte,United States,Mexico,Vendor,Subsidiary
199,212,Verint Systems Inc.,Cognyte Software UK Limited,Unchanged,Unchanged,Cognyte,Cognyte,United States,United Kingdom,Vendor,Subsidiary
199,213,Verint Systems Inc.,Cognyte Solutions Ltd.    ,Unchanged,Unchanged,Cognyte,Cognyte,United States,Israel,Vendor,Subsidiary
199,214,Verint Systems Inc.,Cognyte Systems Ltd.,Unchanged,Unchanged,Cognyte,Cognyte,United States,Israel,Vendor,Subsidiary
199,215,Verint Systems Inc.,Cognyte Taiwan Ltd.,Unchanged,Unchanged,Cognyte,Cognyte,United States,Taiwan,Vendor,Subsidiary
199,216,Verint Systems Inc.,Cognyte Technologies Israel Ltd.    ,Unchanged,Unchanged,Cognyte,Cognyte,United States,Israel,Vendor,Subsidiary
199,217,Verint Systems Inc.,Cognyte Technology Inc.    ,Unchanged,Unchanged,Cognyte,Cognyte,United States,United States,Vendor,Subsidiary
199,218,Verint Systems Inc.,Focal Info Israel Ltd. (In dissolution)    ,Unchanged,Unchanged,Cognyte,Cognyte,United States,Israel,Vendor,Subsidiary
199,219,Verint Systems Inc.,Gita Technologies Ltd.,Unchanged,Unchanged,Cognyte,Cognyte,United States,Israel,Vendor,Subsidiary
199,220,Verint Systems Inc.,Syborg GmbH    ,Unchanged,Unchanged,Cognyte,Cognyte,United States,Germany,Vendor,Subsidiary
199,221,Verint Systems Inc.,Syborg Grundbesitz GmbH,Unchanged,Unchanged,Cognyte,Cognyte,United States,Germany,Vendor,Subsidiary
199,222,Verint Systems Inc.,Syborg Informationsysteme b.h. OHG,Unchanged,Unchanged,Cognyte,Cognyte,United States,Germany,Vendor,Subsidiary
199,224,Verint Systems Inc.,Cognyte Netherlands B.V.    ,Unchanged,Unchanged,Cognyte,Cognyte,United States,Netherlands,Vendor,Subsidiary
199,225,Verint Systems Inc.,Cognyte Romania S.R.L.    ,Unchanged,Unchanged,Cognyte,Cognyte,United States,Romania,Vendor,Subsidiary
199,242,Verint Systems Inc.,Comverse Technology Inc.,Unchanged,Unchanged,Cognyte,Cognyte,United States,United States,Vendor,Holding Company
199,243,Verint Systems Inc.,Vista Equity Partners,Unchanged,Unchanged,Cognyte,Cognyte,United States,United States,Vendor,Investor
199,244,Verint Systems Inc.,Valor Parent LP/ Apax Funds of Apax Partners,Unchanged,Unchanged,Cognyte,Cognyte,United States,United Kingdom,Vendor,Investor
199,245,Verint Systems Inc.,Neuberger Berman Group LLC ,Unchanged,Unchanged,Cognyte,Cognyte,United States,United States,Vendor,Investor
199,247,Verint Systems Inc.,Norwegian Government Pension Fund Global,Unchanged,Unchanged,Cognyte,Cognyte,United States,Norway,Vendor,Investor
227,199,Udi Levy,Verint Systems Inc.,Unchanged,Unchanged,Cognyte,Cognyte,0,United States,Individual,Vendor
228,199,Shay Attias,Verint Systems Inc.,Unchanged,Unchanged,Cognyte,Cognyte,0,United States,Individual,Vendor
229,201,Yuval Altman,Blink,Unchanged,Unchanged,Cognyte,Cognyte,0,Israel,Individual,Subsidiary
230,199,Jason Wright ,Verint Systems Inc.,Unchanged,Unchanged,Cognyte,Cognyte,0,United States,Individual,Vendor
231,205,Elad Sharon ,Cognyte Software Ltd. (Israel),Unchanged,Unchanged,Cognyte,Cognyte,0,Israel,Individual,Vendor
232,205,David Abadi ,Cognyte Software Ltd. (Israel),Unchanged,Unchanged,Cognyte,Cognyte,0,Israel,Individual,Vendor
233,205,Gil Cohen,Cognyte Software Ltd. (Israel),Unchanged,Unchanged,Cognyte,Cognyte,0,Israel,Individual,Vendor
248,242,Charles Burdick,Comverse Technology Inc.,Unchanged,Unchanged,Cognyte,Cognyte,0,United States,Individual,Holding Company
230,244,Jason Wright ,Valor Parent LP/ Apax Funds of Apax Partners,Unchanged,Unchanged,Cognyte,Cognyte,0,United Kingdom,Individual,Investor
248,205,Charles Burdick,Cognyte Software Ltd. (Israel),Unchanged,Unchanged,Cognyte,Cognyte,0,Israel,Individual,Vendor
249,205,Earl Shanks,Cognyte Software Ltd. (Israel),Unchanged,Unchanged,Cognyte,Cognyte,0,Israel,Individual,Vendor
250,205,Richard Nottenburg,Cognyte Software Ltd. (Israel),Unchanged,Unchanged,Cognyte,Cognyte,0,Israel,Individual,Vendor
251,205,Dafna Sharir,Cognyte Software Ltd. (Israel),Unchanged,Unchanged,Cognyte,Cognyte,0,Israel,Individual,Vendor
252,205,Zvika Naggan,Cognyte Software Ltd. (Israel),Unchanged,Unchanged,Cognyte,Cognyte,0,Israel,Individual,Vendor
253,205,Karmit Shilo,Cognyte Software Ltd. (Israel),Unchanged,Unchanged,Cognyte,Cognyte,0,Israel,Individual,Vendor
254,205,Sharon Chouli,Cognyte Software Ltd. (Israel),Unchanged,Unchanged,Cognyte,Cognyte,0,Israel,Individual,Vendor
255,205,Ziv Levi,Cognyte Software Ltd. (Israel),Unchanged,Unchanged,Cognyte,Cognyte,0,Israel,Individual,Vendor
256,205,Rini Karlin,Cognyte Software Ltd. (Israel),Unchanged,Unchanged,Cognyte,Cognyte,0,Israel,Individual,Vendor
257,205,Avi Schechter,Cognyte Software Ltd. (Israel),Unchanged,Unchanged,Cognyte,Cognyte,0,Israel,Individual,Vendor
258,205,Amit Daniel,Cognyte Software Ltd. (Israel),Unchanged,Unchanged,Cognyte,Cognyte,0,Israel,Individual,Vendor
259,205,Miki Migdal,Cognyte Software Ltd. (Israel),Unchanged,Unchanged,Cognyte,Cognyte,0,Israel,Individual,Vendor
226,205,Daniel (Dan) Bodner,Cognyte Software Ltd. (Israel),Unchanged,Unchanged,Cognyte,Cognyte,0,Israel,Individual,Vendor
199,206,Verint Systems Inc.,Cognyte Analytics India Private Limited    ,Unchanged,Unchanged,Cognyte,Cognyte,United States,India,Vendor,Subsidiary
263,47,John Alexander Louthean Nelson ,Trophy Investments Limited > Gamma 2000,Unchanged,Changed,Gamma Group,Gamma Group,0,United Kingdom,Individual,Holding Company
263,54,John Alexander Louthean Nelson ,FinFisher Limited ,Unchanged,Unchanged,Gamma Group,Gamma Group,0,United Kingdom,Individual,Holding Company
263,52,John Alexander Louthean Nelson ,Gamma International (UK) Limited,Unchanged,Unchanged,Gamma Group,Gamma Group,0,United Kingdom,Individual,Holding Company
264,47,Pauline Louise Nelson,Trophy Investments Limited > Gamma 2000,Unchanged,Changed,Gamma Group,Gamma Group,0,United Kingdom,Individual,Holding Company
264,54,Pauline Louise Nelson,FinFisher Limited ,Unchanged,Unchanged,Gamma Group,Gamma Group,0,United Kingdom,Individual,Holding Company
264,52,Pauline Louise Nelson,Gamma International (UK) Limited,Unchanged,Unchanged,Gamma Group,Gamma Group,0,United Kingdom,Individual,Holding Company
265,266,CyberRoot Risk Advisory Private Limited > CyberRoot Software Solutions LTD ,CyberRoot Group,Changed,Unchanged,CyberRoot,CyberRoot,India,India,Vendor,Holding Company
265,268,CyberRoot Risk Advisory Private Limited > CyberRoot Software Solutions LTD ,Cyber Root Limited,Changed,Unchanged,CyberRoot,CyberRoot,India,United Kingdom,Vendor,Holding Company
265,269,CyberRoot Risk Advisory Private Limited > CyberRoot Software Solutions LTD ,Vijay Singh Bisht,Changed,Unchanged,CyberRoot,CyberRoot,India,0,Vendor,Individual
265,272,CyberRoot Risk Advisory Private Limited > CyberRoot Software Solutions LTD ,Chiranshu Ahuja,Changed,Unchanged,CyberRoot,CyberRoot,India,0,Vendor,Individual
265,273,CyberRoot Risk Advisory Private Limited > CyberRoot Software Solutions LTD ,Vibhor Sharma,Changed,Unchanged,CyberRoot,CyberRoot,India,0,Vendor,Individual
265,274,CyberRoot Risk Advisory Private Limited > CyberRoot Software Solutions LTD ,Nitin Kumar Agarwal,Changed,Unchanged,CyberRoot,CyberRoot,India,0,Vendor,Individual
265,270,CyberRoot Risk Advisory Private Limited > CyberRoot Software Solutions LTD ,Ankit Kumar Sharma ,Changed,Unchanged,CyberRoot,CyberRoot,India,0,Vendor,Individual
266,271,CyberRoot Group,Anita,Unchanged,Unchanged,CyberRoot,CyberRoot,India,0,Holding Company,Individual
72,64,Plath,Intellexa S.A.,Unchanged,Unchanged,Intellexa Consortium,Intellexa Consortium,Germany,Greece,Investor,Vendor
70,64,Atooro Fund,Intellexa S.A.,Unchanged,Unchanged,Intellexa Consortium,Intellexa Consortium,Israel,Greece,Investor,Vendor
65,61,Israel Aerospace Industries (IAI),Cytrox AD,Unchanged,Unchanged,Intellexa Consortium,Intellexa Consortium,Israel,North Macedonia,Investor,Vendor
275,276,Variston IT,Truel,Unchanged,Unchanged,Variston IT,Variston IT,Spain,Italy,Vendor,Subsidiary
275,277,Variston IT,Ralf Wegener ,Unchanged,Unchanged,Variston IT,Variston IT,Spain,0,Vendor,Individual
275,278,Variston IT,Ramanan Jayaraman,Unchanged,Unchanged,Variston IT,Variston IT,Spain,0,Vendor,Individual
279,280,Mollitiam Industries,Samuel Álvarez González,Unchanged,Unchanged,Mollitiam,Mollitiam,Spain,0,Vendor,Individual
279,281,Mollitiam Industries,Antonio Ramos Varon,Unchanged,Unchanged,Mollitiam,Mollitiam,Spain,0,Vendor,Individual
279,282,Mollitiam Industries,European Union’s Regional Development Fund,Unchanged,Unchanged,Mollitiam,Mollitiam,Spain,European Union,Vendor,Investor
279,283,Mollitiam Industries,Torsa Capital,Unchanged,Unchanged,Mollitiam,Mollitiam,Spain,0,Vendor,Investor
279,284,Mollitiam Industries,Sabadell Venture Capital,Unchanged,Unchanged,Mollitiam,Mollitiam,Spain,0,Vendor,Investor
279,285,Mollitiam Industries,EASO Ventures,Unchanged,Unchanged,Mollitiam,Mollitiam,Spain,Spain,Vendor,Investor
279,286,Mollitiam Industries,Centre for the Development of Industrial Technology (CDTI),Unchanged,Unchanged,Mollitiam,Mollitiam,Spain,Spain,Vendor,Investor
287,288,Positive Technologies AO (Russia),Positive Technologies Global Holding Ltd (United Kingdom),Unchanged,Unchanged,Positive Technologies AO,Positive Technologies AO,Russia,United Kingdom,Vendor,Vendor
287,289,Positive Technologies AO (Russia),Positive Technologies S.R.L (Italy),Unchanged,Unchanged,Positive Technologies AO,Positive Technologies AO,Russia,Italy,Vendor,Vendor
287,290,Positive Technologies AO (Russia),Positive Technologies (South Korea),Unchanged,Unchanged,Positive Technologies AO,Positive Technologies AO,Russia,South Korea,Vendor,Vendor
287,291,Positive Technologies AO (Russia),Positive Technologies (Tunisia),Unchanged,Unchanged,Positive Technologies AO,Positive Technologies AO,Russia,Tunisia,Vendor,Vendor
287,292,Positive Technologies AO (Russia),Positive Technologies Inc. (United States),Unchanged,Unchanged,Positive Technologies AO,Positive Technologies AO,Russia,United States,Vendor,Vendor
287,293,Positive Technologies AO (Russia),Partner Data,Unchanged,Unchanged,Positive Technologies AO,Positive Technologies AO,Russia,Italy,Vendor,Partner
287,294,Positive Technologies AO (Russia),Itway VAD,Unchanged,Unchanged,Positive Technologies AO,Positive Technologies AO,Russia,Italy,Vendor,Supplier
287,295,Positive Technologies AO (Russia),Positive Technologies Czech s.r.o. (Czech Republic) ,Unchanged,Unchanged,Positive Technologies AO,Positive Technologies AO,Russia,Czech Republic,Vendor,Vendor
287,296,Positive Technologies AO (Russia),Array Networks Inc.,Unchanged,Unchanged,Positive Technologies AO,Positive Technologies AO,Russia,United States,Vendor,Partner
287,297,Positive Technologies AO (Russia),NGN International,Unchanged,Unchanged,Positive Technologies AO,Positive Technologies AO,Russia,Bahrain,Vendor,Partner
287,298,Positive Technologies AO (Russia),ABS MENA,Unchanged,Unchanged,Positive Technologies AO,Positive Technologies AO,Russia,United Arab Emirates,Vendor,Partner
287,299,Positive Technologies AO (Russia),Digiqore,Unchanged,Unchanged,Positive Technologies AO,Positive Technologies AO,Russia,Bangladesh,Vendor,Partner
287,300,Positive Technologies AO (Russia),Yuriy Vladimirovich Maksimov,Unchanged,Unchanged,Positive Technologies AO,Positive Technologies AO,Russia,0,Vendor,Individual
287,301,Positive Technologies AO (Russia),Denis Sergeyevich Baranov,Unchanged,Unchanged,Positive Technologies AO,Positive Technologies AO,Russia,0,Vendor,Individual
287,302,Positive Technologies AO (Russia),Dmitriy Vladimirovich Maksimov,Unchanged,Unchanged,Positive Technologies AO,Positive Technologies AO,Russia,0,Vendor,Individual
303,304,Positive Group PJSC,Yevgeniy Vyacheslavovich Kireyev,Unchanged,Unchanged,Positive Technologies AO,Positive Technologies AO,Russia,0,Holding Company,Individual
303,302,Positive Group PJSC,Dmitriy Vladimirovich Maksimov,Unchanged,Unchanged,Positive Technologies AO,Positive Technologies AO,Russia,0,Holding Company,Individual
303,300,Positive Group PJSC,Yuriy Vladimirovich Maksimov,Unchanged,Unchanged,Positive Technologies AO,Positive Technologies AO,Russia,0,Holding Company,Individual
303,287,Positive Group PJSC,Positive Technologies AO (Russia),Unchanged,Unchanged,Positive Technologies AO,Positive Technologies AO,Russia,Russia,Holding Company,Vendor
46,305,BellTroX Infotech Services Private Ltd,Sumit Gupta,Unchanged,Unchanged,BellTrox,BellTrox,India,0,Vendor,Individual
307,308,Appin Security Group > Approachinfinate Computer and Security Consultancy Grp. ,Appin Technology Ltd. > Mobile Online Order Management Private Limited > Chemieast Engineering > Sunkissed Organic Farms,Changed,Changed,Appin,Appin,India,India,Vendor,Partner
307,308,Appin Security Group > Approachinfinate Computer and Security Consultancy Grp. ,Appin Technology Ltd. > Mobile Online Order Management Private Limited > Chemieast Engineering > Sunkissed Organic Farms,Changed,Changed,Appin,Appin,India,India,Vendor,Partner
307,310,Appin Security Group > Approachinfinate Computer and Security Consultancy Grp. ,Adaptive Control Security Global Corporate,Changed,Unchanged,Appin,Appin,India,India,Vendor,Vendor
265,307,CyberRoot Risk Advisory Private Limited > CyberRoot Software Solutions LTD ,Appin Security Group > Approachinfinate Computer and Security Consultancy Grp. ,Changed,Changed,Appin,Appin,India,India,Vendor,Vendor
46,307,BellTroX Infotech Services Private Ltd,Appin Security Group > Approachinfinate Computer and Security Consultancy Grp. ,Unchanged,Changed,Appin,Appin,India,India,Vendor,Vendor
307,308,Appin Security Group > Approachinfinate Computer and Security Consultancy Grp. ,Appin Technology Ltd. > Mobile Online Order Management Private Limited > Chemieast Engineering > Sunkissed Organic Farms,Changed,Changed,Appin,Appin,India,India,Vendor,Partner
307,313,Appin Security Group > Approachinfinate Computer and Security Consultancy Grp. ,Rajat Khare  ,Changed,Unchanged,Appin,Appin,India,0,Vendor,Individual
307,314,Appin Security Group > Approachinfinate Computer and Security Consultancy Grp. ,Anuj Khare,Changed,Unchanged,Appin,Appin,India,0,Vendor,Individual
315,314,KGW Appin Knowledge Solutions > Appin Knowledge Solutions > Absolute Business Process Holdings,Anuj Khare,Changed,Unchanged,Appin,Appin,India,0,Holding Company,Individual
307,315,Appin Security Group > Approachinfinate Computer and Security Consultancy Grp. ,KGW Appin Knowledge Solutions > Appin Knowledge Solutions > Absolute Business Process Holdings,Changed,Changed,Appin,Appin,India,India,Vendor,Holding Company
307,316,Appin Security Group > Approachinfinate Computer and Security Consultancy Grp. ,Appin Overseas Private Limited > Prophecis Analytics and Consulting > Smart Repute Social Mobile Analytics Cloud > Nova Big Data Analytics,Changed,Changed,Appin,Appin,India,India,Vendor,Holding Company
307,317,Appin Security Group > Approachinfinate Computer and Security Consultancy Grp. ,Wynard India Private Limited,Changed,Unchanged,Appin,Appin,India,India,Vendor,Holding Company
307,318,Appin Security Group > Approachinfinate Computer and Security Consultancy Grp. ,Boundry Holding SRL,Changed,Unchanged,Appin,Appin,India,India,Vendor,Holding Company
315,319,KGW Appin Knowledge Solutions > Appin Knowledge Solutions > Absolute Business Process Holdings,Individual,Changed,Unchanged,Appin,Appin,India,0,Holding Company,Individual
320,321,Aglaya Scientific Aerospace Technology Systems Private Limited ,Ankur Srivastava,Unchanged,Unchanged,Aglaya Scientific Aerospace Technology Systems Private Limited,Aglaya Scientific Aerospace Technology Systems Private Limited,India,0,Vendor,Individual
320,322,Aglaya Scientific Aerospace Technology Systems Private Limited ,Yerha Ebuzz Private Limited > Yerha Online Private Limited ,Unchanged,Changed,Aglaya Scientific Aerospace Technology Systems Private Limited,Aglaya Scientific Aerospace Technology Systems Private Limited,India,India,Vendor,Holding Company
320,323,Aglaya Scientific Aerospace Technology Systems Private Limited ,Inder Mohan Jain ,Unchanged,Unchanged,Aglaya Scientific Aerospace Technology Systems Private Limited,Aglaya Scientific Aerospace Technology Systems Private Limited,India,0,Vendor,Individual
320,324,Aglaya Scientific Aerospace Technology Systems Private Limited ,Mani Kant Jain,Unchanged,Unchanged,Aglaya Scientific Aerospace Technology Systems Private Limited,Aglaya Scientific Aerospace Technology Systems Private Limited,India,0,Vendor,Individual
326,327,Leo Impact Security Service PVT Ltd,Leo Impact Security s.r.o.,Unchanged,Unchanged,Leo Impact,Leo Impact,India,Czech Republic,Vendor,Vendor
326,328,Leo Impact Security Service PVT Ltd,Manish Kumar,Unchanged,Unchanged,Leo Impact,Leo Impact,India,0,Vendor,Individual
326,329,Leo Impact Security Service PVT Ltd,Amit Kulhari,Unchanged,Unchanged,Leo Impact,Leo Impact,India,0,Vendor,Individual
330,326,Sunita Devi,Leo Impact Security Service PVT Ltd,Unchanged,Unchanged,Leo Impact,Leo Impact,0,India,Individual,Vendor
321,326,Ankur Srivastava,Leo Impact Security Service PVT Ltd,Unchanged,Unchanged,Leo Impact,Leo Impact,0,India,Individual,Vendor
327,328,Leo Impact Security s.r.o.,Manish Kumar,Unchanged,Unchanged,Leo Impact,Leo Impact,Czech Republic,0,Vendor,Individual
331,332,Equus Technologies > MerlinX Ltd,Own BackUp > Own Company (Israel),Changed,Changed,MerlinX Ltd,MerlinX Ltd,Israel,Israel,Vendor,Investor
331,333,Equus Technologies > MerlinX Ltd,Own Company (United States),Changed,Unchanged,MerlinX Ltd,MerlinX Ltd,Israel,United States,Vendor,Investor
331,334,Equus Technologies > MerlinX Ltd,Matan Markovics,Changed,Unchanged,MerlinX Ltd,MerlinX Ltd,Israel,0,Vendor,Individual
331,335,Equus Technologies > MerlinX Ltd,Daniel Hanga,Changed,Unchanged,MerlinX Ltd,MerlinX Ltd,Israel,0,Vendor,Individual
331,336,Equus Technologies > MerlinX Ltd,Amihai Neiderman,Changed,Unchanged,MerlinX Ltd,MerlinX Ltd,Israel,0,Vendor,Individual
331,337,Equus Technologies > MerlinX Ltd,Mathanya Markovich,Changed,Unchanged,MerlinX Ltd,MerlinX Ltd,Israel,0,Vendor,Individual
331,338,Equus Technologies > MerlinX Ltd,Avichai Stolero,Changed,Unchanged,MerlinX Ltd,MerlinX Ltd,Israel,0,Vendor,Individual
331,339,Equus Technologies > MerlinX Ltd,Sharon Fortzer,Changed,Unchanged,MerlinX Ltd,MerlinX Ltd,Israel,0,Vendor,Individual
331,340,Equus Technologies > MerlinX Ltd,Bindency,Changed,Unchanged,MerlinX Ltd,MerlinX Ltd,Israel,Israel,Vendor,Holding Company
331,341,Equus Technologies > MerlinX Ltd,Golden Point Inc.,Changed,Unchanged,MerlinX Ltd,MerlinX Ltd,Israel,Israel,Vendor,Investor
331,342,Equus Technologies > MerlinX Ltd,I.B.I. Trust Management,Changed,Unchanged,MerlinX Ltd,MerlinX Ltd,Israel,Israel,Vendor,Investor
331,343,Equus Technologies > MerlinX Ltd,OwnBackUp UK Limited,Changed,Unchanged,MerlinX Ltd,MerlinX Ltd,Israel,United Kingdom,Vendor,Investor
331,344,Equus Technologies > MerlinX Ltd,OwnBackUp UK Limited,Changed,Unchanged,MerlinX Ltd,MerlinX Ltd,Israel,France,Vendor,Investor
331,345,Equus Technologies > MerlinX Ltd,OwnBackup GmbH,Changed,Unchanged,MerlinX Ltd,MerlinX Ltd,Israel,Germany,Vendor,Investor
331,346,Equus Technologies > MerlinX Ltd,OwnBackUp (Australia),Changed,Unchanged,MerlinX Ltd,MerlinX Ltd,Israel,Australia,Vendor,Investor
331,347,Equus Technologies > MerlinX Ltd,Individual Investor,Changed,Unchanged,MerlinX Ltd,MerlinX Ltd,Israel,0,Vendor,Investor
348,349,Computer Security Initiative Consultancy PTE LTD,Thomas Lim,Unchanged,Unchanged,Computer Security Initiative,Computer Security Initiative,Singapore,0,Supplier,Individual
358,361,Aurora S.p.A. > RCS Group,Cy4Gate,Changed,Unchanged,RCS Labs,RCS Labs,Italy,Italy,Investor,Investor
353,352,RCS MEA DMCC,RCS ETM Sicurezza S.p.A.,Unchanged,Unchanged,RCS Labs,RCS Labs,United Arab Emirates,Italy,Vendor,Vendor
353,355,RCS MEA DMCC,Vytautas Celiesius,Unchanged,Unchanged,RCS Labs,RCS Labs,United Arab Emirates,0,Vendor,Individual
354,356,Tykelab Srl,Marco Latini,Unchanged,Unchanged,RCS Labs,RCS Labs,Italy,0,Partner,Individual
358,352,Aurora S.p.A. > RCS Group,RCS ETM Sicurezza S.p.A.,Changed,Unchanged,RCS Labs,RCS Labs,Italy,Italy,Investor,Vendor
361,358,Cy4Gate,Aurora S.p.A. > RCS Group,Unchanged,Changed,RCS Labs,RCS Labs,Italy,Italy,Investor,Investor
361,360,Cy4Gate,Società Elettronica S.p.A.,Unchanged,Unchanged,RCS Labs,RCS Labs,Italy,Italy,Investor,Investor
363,360,The Equity Club (TEC),Società Elettronica S.p.A.,Unchanged,Unchanged,RCS Labs,RCS Labs,Italy,Italy,Investor,Investor
363,362,The Equity Club (TEC),TEC Cyber,Unchanged,Unchanged,RCS Labs,RCS Labs,Italy,Italy,Investor,Holding Company
361,365,Cy4Gate,Emanuele Galtieri  ,Unchanged,Unchanged,RCS Labs,RCS Labs,Italy,0,Investor,Individual
361,366,Cy4Gate,Domitilla Benigni,Unchanged,Unchanged,RCS Labs,RCS Labs,Italy,0,Investor,Individual
361,368,Cy4Gate,Roberto Ferraresi,Unchanged,Unchanged,RCS Labs,RCS Labs,Italy,0,Investor,Individual
364,369,BlueOcean Technologies Ltd,Rami Ben Efraim,Unchanged,Unchanged,Blue Ocean Technologies,Blue Ocean Technologies,Israel,0,Supplier,Individual
364,370,BlueOcean Technologies Ltd,Col. Ron Tira,Unchanged,Unchanged,Blue Ocean Technologies,Blue Ocean Technologies,Israel,0,Supplier,Individual
