Source ID,Target ID,SourceName,TargeName,Source Name Change,Target Name Change,Source Cluster,Target Cluster,Source Jurisdiction,Target Jurisdiction,Source Type,Target Type
364,371,BlueOcean Technologies Ltd,Avi Rosen,Unchanged,Unchanged,Blue Ocean Technologies,Blue Ocean Technologies,Israel,0,Supplier,Individual
364,372,BlueOcean Technologies Ltd,Island Giora,Unchanged,Unchanged,Blue Ocean Technologies,Blue Ocean Technologies,Israel,0,Supplier,Individual
364,373,BlueOcean Technologies Ltd,David Brenner,Unchanged,Unchanged,Blue Ocean Technologies,Blue Ocean Technologies,Israel,0,Supplier,Individual
364,374,BlueOcean Technologies Ltd,Rosen Avraham Ze'ev,Unchanged,Unchanged,Blue Ocean Technologies,Blue Ocean Technologies,Israel,0,Supplier,Individual
364,375,BlueOcean Technologies Ltd,David Brenner Ltd.,Unchanged,Unchanged,Blue Ocean Technologies,Blue Ocean Technologies,Israel,Israel,Supplier,Investor
364,376,BlueOcean Technologies Ltd,Lee and Rami Ben-Ephraim Ltd.,Unchanged,Unchanged,Blue Ocean Technologies,Blue Ocean Technologies,Israel,Israel,Supplier,Investor
364,377,BlueOcean Technologies Ltd,Tira Enterprises Ltd.,Unchanged,Unchanged,Blue Ocean Technologies,Blue Ocean Technologies,Israel,Israel,Supplier,Investor
375,373,David Brenner Ltd.,David Brenner,Unchanged,Unchanged,Blue Ocean Technologies,Blue Ocean Technologies,Israel,0,Investor,Individual
376,369,Lee and Rami Ben-Ephraim Ltd.,Rami Ben Efraim,Unchanged,Unchanged,Blue Ocean Technologies,Blue Ocean Technologies,Israel,0,Investor,Individual
377,370,Tira Enterprises Ltd.,Col. Ron Tira,Unchanged,Unchanged,Blue Ocean Technologies,Blue Ocean Technologies,Israel,0,Investor,Individual
378,381,Movia SPA,Sistema Investimenti,Unchanged,Unchanged,Movia,Movia,Italy,Italy,Vendor,Holding Company
378,379,Movia SPA,BIOSS,Unchanged,Unchanged,Movia,Movia,Italy,Italy,Vendor,Subsidiary
378,380,Movia SPA,Luca Spina,Unchanged,Unchanged,Movia,Movia,Italy,0,Vendor,Individual
381,382,Sistema Investimenti,Individual,Unchanged,Unchanged,Movia,Movia,Italy,0,Holding Company,Individual
381,383,Sistema Investimenti,Antonio Ernesto Zangara,Unchanged,Unchanged,Movia,Movia,Italy,0,Holding Company,Individual
384,385,InvaSys a.s.,YX Systems Kft.,Unchanged,Unchanged,InvaSys a.s.,InvaSys a.s.,Czech Republic,Czech Republic,Vendor,Partner
384,386,InvaSys a.s.,Adcudo Invest s.r.o.,Unchanged,Unchanged,InvaSys a.s.,InvaSys a.s.,Czech Republic,Czech Republic,Vendor,Partner
384,387,InvaSys a.s.,Kyrre Sletsjøe ,Unchanged,Unchanged,InvaSys a.s.,InvaSys a.s.,Czech Republic,0,Vendor,Individual
384,388,InvaSys a.s.,Euan John Macara,Unchanged,Unchanged,InvaSys a.s.,InvaSys a.s.,Czech Republic,0,Vendor,Individual
385,387,YX Systems Kft.,Kyrre Sletsjøe ,Unchanged,Unchanged,InvaSys a.s.,InvaSys a.s.,Czech Republic,0,Partner,Individual
386,389,Adcudo Invest s.r.o.,Martina Sletsjøe ,Unchanged,Unchanged,InvaSys a.s.,InvaSys a.s.,Czech Republic,0,Partner,Individual
384,390,InvaSys a.s.,Thomas Westby Jensen,Unchanged,Unchanged,InvaSys a.s.,InvaSys a.s.,Czech Republic,0,Vendor,Individual
391,392,Operation Zero,Sergei Zelenyuk,Unchanged,Unchanged,Operation Zero,Operation Zero,Russia,0,Supplier,Individual
391,393,Operation Zero,Anonymous,Unchanged,Unchanged,Operation Zero,Operation Zero,Russia,Russia,Supplier,Investor
394,395,Vupen Security S.A. > Zerodium LLC,Vista Incorporations Limited,Changed,Unchanged,Zerodium LLC,Zerodium LLC,France,United States,Supplier,Supplier
396,394,Chaouki Bekrar ,Vupen Security S.A. > Zerodium LLC,Unchanged,Changed,Zerodium LLC,Zerodium LLC,0,France,Individual,Supplier
397,394,Isabelle Gorius ,Vupen Security S.A. > Zerodium LLC,Unchanged,Changed,Zerodium LLC,Zerodium LLC,0,France,Individual,Supplier
398,394,Gant & Partners,Vupen Security S.A. > Zerodium LLC,Unchanged,Changed,Zerodium LLC,Zerodium LLC,Belgium,France,Investor,Supplier
399,394,360° Capital Partners (Italy),Vupen Security S.A. > Zerodium LLC,Unchanged,Changed,Zerodium LLC,Zerodium LLC,Italy,France,Investor,Supplier
400,394,360° Capital Partners (France),Vupen Security S.A. > Zerodium LLC,Unchanged,Changed,Zerodium LLC,Zerodium LLC,France,France,Investor,Supplier
401,400,Emanuele Levi,360° Capital Partners (France),Unchanged,Unchanged,Zerodium LLC,Zerodium LLC,0,France,Individual,Investor
402,400,Dominique Rencurel,360° Capital Partners (France),Unchanged,Unchanged,Zerodium LLC,Zerodium LLC,0,France,Individual,Investor
403,400,Cesare Maifredi,360° Capital Partners (France),Unchanged,Unchanged,Zerodium LLC,Zerodium LLC,0,France,Individual,Investor
404,400,Alexandre Mordacq,360° Capital Partners (France),Unchanged,Unchanged,Zerodium LLC,Zerodium LLC,0,France,Individual,Investor
405,406,Negg Group S.R.L,Negg International,Unchanged,Unchanged,Negg Group,Negg Group,Italy,Netherlands,Vendor,Vendor
405,407,Negg Group S.R.L,Francesco Taccone,Unchanged,Unchanged,Negg Group,Negg Group,Italy,0,Vendor,Individual
405,408,Negg Group S.R.L,Italian Ministry of Economic Development and General Directorate for Business Incentives,Unchanged,Unchanged,Negg Group,Negg Group,Italy,Italy,Vendor,Investor
405,409,Negg Group S.R.L,Paolo Frascati,Unchanged,Unchanged,Negg Group,Negg Group,Italy,0,Vendor,Individual
410,411,Protect Electronic Systems LLC,Awad Al Shamsi  ,Unchanged,Unchanged,Protect Electronic Systems LLC,Protect Electronic Systems LLC,United Arab Emirates,0,Supplier,Individual
410,412,Protect Electronic Systems LLC,Edge Group,Unchanged,Unchanged,Protect Electronic Systems LLC,Protect Electronic Systems LLC,United Arab Emirates,United Arab Emirates,Supplier,Investor
412,413,Edge Group,Mansour Al Mulla  ,Unchanged,Unchanged,Protect Electronic Systems LLC,Protect Electronic Systems LLC,United Arab Emirates,0,Investor,Individual
412,414,Edge Group,Hamad Al Marar,Unchanged,Unchanged,Protect Electronic Systems LLC,Protect Electronic Systems LLC,United Arab Emirates,0,Investor,Individual
415,416,Crowdfense Limited,Andrea Zapparoli Manzoni ,Unchanged,Unchanged,Crowdfense,Crowdfense,United Arab Emirates,0,Supplier,Individual
415,417,Crowdfense Limited,Paolo Stagno ,Unchanged,Unchanged,Crowdfense,Crowdfense,United Arab Emirates,0,Supplier,Individual
418,419,Azimuth Security ,Linchpin Labs,Unchanged,Unchanged,Azimuth,Azimuth,Australia,Canada,Supplier,Partner
418,420,Azimuth Security ,Trenchant Group (Australia),Unchanged,Unchanged,Azimuth,Azimuth,Australia,Australia,Supplier,Supplier
418,421,Azimuth Security ,Trenchant Group (United States),Unchanged,Unchanged,Azimuth,Azimuth,Australia,United States,Supplier,Supplier
418,422,Azimuth Security ,Trenchant Group (United Kingdom),Unchanged,Unchanged,Azimuth,Azimuth,Australia,United Kingdom,Supplier,Supplier
418,423,Azimuth Security ,L3Harris Trenchant LTD,Unchanged,Unchanged,Azimuth,Azimuth,Australia,United Kingdom,Supplier,Supplier
418,424,Azimuth Security ,L3Harris Trenchant Canada Inc.,Unchanged,Unchanged,Azimuth,Azimuth,Australia,Canada,Supplier,Supplier
418,425,Azimuth Security ,L3Harris Azimuth Security PTY,Unchanged,Unchanged,Azimuth,Azimuth,Australia,Australia,Supplier,Supplier
418,426,Azimuth Security ,Mark Dowd,Unchanged,Unchanged,Azimuth,Azimuth,Australia,0,Supplier,Individual
418,427,Azimuth Security ,John McDonald,Unchanged,Unchanged,Azimuth,Azimuth,Australia,0,Supplier,Individual
418,428,Azimuth Security ,L3Harris,Unchanged,Unchanged,Azimuth,Azimuth,Australia,United States,Supplier,Investor
419,428,Linchpin Labs,L3Harris,Unchanged,Unchanged,Azimuth,Azimuth,Canada,United States,Partner,Investor
419,429,Linchpin Labs,L3Harris Technologies,Unchanged,Unchanged,Azimuth,Azimuth,Canada,United States,Partner,Investor
430,431,PARS Defense,Ibrahim Baliç,Unchanged,Unchanged,PARS Defense,PARS Defense,Turkey,0,Supplier,Individual
432,433,DataForense s.r.l,Annunziata Cirillo,Unchanged,Unchanged,Dataforense,Dataforense,Italy,0,Vendor,Individual
434,435,Dataflow Security s.r.l.,Dataflow Forensics,Unchanged,Unchanged,Dataflow Security DFSEC ,Dataflow Security DFSEC ,Italy,United States,Vendor,Subsidiary
434,436,Dataflow Security s.r.l.,Dataflow Security Spain SL,Unchanged,Unchanged,Dataflow Security DFSEC ,Dataflow Security DFSEC ,Italy,Spain,Vendor,Partner
434,437,Dataflow Security s.r.l.,Random Research,Unchanged,Unchanged,Dataflow Security DFSEC ,Dataflow Security DFSEC ,Italy,Israel,Vendor,Subsidiary
434,438,Dataflow Security s.r.l.,Ofer Cohen,Unchanged,Unchanged,Dataflow Security DFSEC ,Dataflow Security DFSEC ,Italy,0,Vendor,Individual
435,439,Dataflow Forensics,Jonathan Levin,Unchanged,Unchanged,Dataflow Security DFSEC ,Dataflow Security DFSEC ,United States,0,Subsidiary,Individual
435,440,Dataflow Forensics,John Aakerblom,Unchanged,Unchanged,Dataflow Security DFSEC ,Dataflow Security DFSEC ,United States,0,Subsidiary,Individual
436,441,Dataflow Security Spain SL,Andrea Todesco,Unchanged,Unchanged,Dataflow Security DFSEC ,Dataflow Security DFSEC ,Spain,0,Partner,Individual
436,442,Dataflow Security Spain SL,Federica Marin,Unchanged,Unchanged,Dataflow Security DFSEC ,Dataflow Security DFSEC ,Spain,0,Partner,Individual
436,443,Dataflow Security Spain SL,Paolo Ronco,Unchanged,Unchanged,Dataflow Security DFSEC ,Dataflow Security DFSEC ,Spain,0,Partner,Individual
434,444,Dataflow Security s.r.l.,Jonathan Shuman,Unchanged,Unchanged,Dataflow Security DFSEC ,Dataflow Security DFSEC ,Italy,0,Vendor,Individual
435,439,Dataflow Forensics,Jonathan Levin,Unchanged,Unchanged,Dataflow Security DFSEC ,Dataflow Security DFSEC ,United States,0,Subsidiary,Individual
435,440,Dataflow Forensics,John Aakerblom,Unchanged,Unchanged,Dataflow Security DFSEC ,Dataflow Security DFSEC ,United States,0,Subsidiary,Individual
437,438,Random Research,Ofer Cohen,Unchanged,Unchanged,Dataflow Security DFSEC ,Dataflow Security DFSEC ,Israel,0,Subsidiary,Individual
434,445,Dataflow Security s.r.l.,Banca del Mezzogiorno MedioCredito Centrale S.p.A.,Unchanged,Unchanged,Dataflow Security DFSEC ,Dataflow Security DFSEC ,Italy,Italy,Vendor,Investor
446,447,DSIRF GmbH,MLS Machine Learning Solutions (Austria),Unchanged,Unchanged,DSIRF,DSIRF,Austria,Austria,Vendor,Subsidiary
446,448,DSIRF GmbH,MLS Machine Learning Solutions (Spain),Unchanged,Unchanged,DSIRF,DSIRF,Austria,Spain,Vendor,Subsidiary
446,449,DSIRF GmbH,Stefan Gesselbauer,Unchanged,Unchanged,DSIRF,DSIRF,Austria,0,Vendor,Individual
446,450,DSIRF GmbH,Julian Thomas Erdödy,Unchanged,Unchanged,DSIRF,DSIRF,Austria,0,Vendor,Individual
446,453,DSIRF GmbH,DSR Decision Supporting Information Research Forensic GmBh,Unchanged,Unchanged,DSIRF,DSIRF,Austria,Austria,Vendor,Investor
452,453,Deep Dive Research AG,DSR Decision Supporting Information Research Forensic GmBh,Unchanged,Unchanged,DSIRF,DSIRF,Liechtenstein,Austria,Investor,Investor
451,446,DSIRF Decision Supporting Information Research and Forensic Ltd,DSIRF GmbH,Unchanged,Unchanged,DSIRF,DSIRF,Switzerland,Austria,Holding Company,Vendor
322,325,Yerha Ebuzz Private Limited > Yerha Online Private Limited ,Ritu Jain,Changed,Unchanged,Aglaya Scientific Aerospace Technology Systems Private Limited,Aglaya Scientific Aerospace Technology Systems Private Limited,India,0,Holding Company,Individual
350,351,Rebsec Solutions,Vishvadeep Singh,Unchanged,Unchanged,Rebsec,Rebsec,India,0,Supplier,Individual
444,1,Jonathan Shuman,NSO Group,Unchanged,Unchanged,NSO Group,NSO Group,0,Israel,Individual,Vendor
354,352,Tykelab Srl,RCS ETM Sicurezza S.p.A.,Unchanged,Unchanged,RCS Labs,RCS Labs,Italy,Italy,Partner,Vendor
355,63,Vytautas Celiesius,Trovicor fz/Trovicor Intelligence,Unchanged,Unchanged,Intellexa Consortium,Intellexa Consortium,0,United Arab Emirates,Individual,Partner
305,307,Sumit Gupta,Appin Security Group > Approachinfinate Computer and Security Consultancy Grp. ,Unchanged,Changed,Appin,Appin,0,India,Individual,Vendor
46,265,BellTroX Infotech Services Private Ltd,CyberRoot Risk Advisory Private Limited > CyberRoot Software Solutions LTD ,Unchanged,Changed,CyberRoot,CyberRoot,India,India,Vendor,Vendor
30,352,Hacking Team Srl (Italy) > Memento Labs Srl,RCS ETM Sicurezza S.p.A.,Changed,Unchanged,RCS Labs,RCS Labs,Italy,Italy,Vendor,Vendor
265,321,CyberRoot Risk Advisory Private Limited > CyberRoot Software Solutions LTD ,Ankur Srivastava,Changed,Unchanged,Aglaya Scientific Aerospace Technology Systems Private Limited,Aglaya Scientific Aerospace Technology Systems Private Limited,India,0,Vendor,Individual
199,1,Verint Systems Inc.,NSO Group,Unchanged,Unchanged,NSO Group,NSO Group,United States,Israel,Vendor,Vendor
358,354,Aurora S.p.A. > RCS Group,Tykelab Srl,Changed,Unchanged,RCS Labs,RCS Labs,Italy,Italy,Investor,Partner
303,454,Positive Group PJSC,Aleksey Vyacheslavovich Andreyev,Unchanged,Unchanged,Positive Technologies AO,Positive Technologies AO,Russia,0,Holding Company,Individual
303,455,Positive Group PJSC,Boris Borisovich Simis,Unchanged,Unchanged,Positive Technologies AO,Positive Technologies AO,Russia,0,Holding Company,Individual
303,456,Positive Group PJSC,Andrey Kuzin ,Unchanged,Unchanged,Positive Technologies AO,Positive Technologies AO,Russia,0,Holding Company,Individual
352,367,RCS ETM Sicurezza S.p.A.,Simon Thewes,Unchanged,Unchanged,RCS Labs,RCS Labs,Italy,0,Vendor,Investor
287,457,Positive Technologies AO (Russia),Positive Technologies Global Solutions Ltd (United Kingdom),Unchanged,Unchanged,Positive Technologies AO,Positive Technologies AO,Russia,United Kingdom,Vendor,Vendor
287,458,Positive Technologies AO (Russia),Positive Technologies Holding AG (Switzerland),Unchanged,Unchanged,Positive Technologies AO,Positive Technologies AO,Russia,Switzerland,Vendor,Vendor
287,459,Positive Technologies AO (Russia),Positive Technologies S.R.L (Romania) ,Unchanged,Unchanged,Positive Technologies AO,Positive Technologies AO,Russia,Romania,Vendor,Vendor
